0,7.366742018518216
1,5.651289477143983
2,4.564342440058201
3,3.98866177212934
4,3.7041192388113764
5,3.5664034425165014
6,3.501276254614095
7,3.4766968760518777
8,3.4742339990200346
9,3.4832469658359098
10,3.4971116801660984
11,3.5127286107825526
12,3.52714635868227
13,3.5393655995588005
14,3.5490785292478795
15,3.556235192630147
16,3.5609910030038407
17,3.5632532501896192
18,3.563249169984644
19,3.5611566899156046
20,3.5571902564161872
21,3.5517185357221943
22,3.544913341466716
23,3.5368714345300227
24,3.52781541711343
25,3.5178417142472735
26,3.50707331943127
27,3.4955632717677534
28,3.4835349474200443
29,3.4709572635463033
30,3.457925602916112
31,3.444468149813127
32,3.430622171440521
33,3.4164888535004985
34,3.4020586087478035
35,3.3873941849536857
36,3.3724997079248746
37,3.3574071832489403
38,3.342133711567822
39,3.326696194995172
40,3.31112521253549
41,3.295430511954035
42,3.279623424777831
43,3.2637258759688583
44,3.247757192380254
45,3.231756199533959
46,3.2157058732940618
47,3.199679680316475
48,3.1836288378144926
49,3.167569982309255
50,3.15149719456934
51,3.135415407232844
52,3.119357837980169
53,3.1032993148190813
54,3.0872702020666862
55,3.0712685616570155
56,3.0553229062711718
57,3.039394318451724
58,3.023540827994272
59,3.007784677702881
60,2.9921055693585896
61,2.976496845678571
62,2.9609822254426543
63,2.9455729725634985
64,2.9302391483956294
65,2.9150178517579364
66,2.8998769567995533
67,2.884816468084221
68,2.8698348602639983
69,2.8549462084590083
70,2.840136785937884
71,2.8254581842479665
72,2.8108803821995796
73,2.796411615384324
74,2.782057335069653
75,2.7678015832470924
76,2.75366180491703
77,2.73963408888611
78,2.725714902841555
79,2.7118962569951686
80,2.69822012811472
81,2.6846872049310493
82,2.6712455464320235
83,2.6578956130706755
84,2.644637301673567
85,2.6314766761102777
86,2.6184221511746584
87,2.6054516653942525
88,2.5925930003625908
89,2.579849024402894
90,2.5671924276630973
91,2.5546351879160336
92,2.542176758116512
93,2.5298002040195717
94,2.5174941254476715
95,2.5052904142580465
96,2.4931886242902923
