0,99017.0,100609.53125
1,101229.0,101000.0234375
2,102579.0,101235.671875
3,103486.0,102408.0
4,104582.0,105078.234375
5,101183.0,101301.5859375
6,99014.0,98706.671875
7,103548.0,104841.34375
8,104478.0,104759.140625
9,109046.0,107858.8828125
10,110343.0,111017.734375
11,106930.0,107131.0078125
12,104584.0,105471.21875
13,102510.0,105144.9375
14,105875.0,104853.1484375
15,113132.0,112840.1875
16,115013.0,114294.03125
17,116931.0,116208.5546875
18,116639.0,116272.2421875
19,112792.0,112741.1875
20,112481.0,112818.203125
21,119643.0,119943.7421875
22,120223.0,120011.53125
23,120110.0,118658.7421875
24,114544.0,115514.3046875
25,115052.0,116496.609375
26,114738.0,113976.890625
27,113152.0,114049.625
28,125790.0,125726.7578125
29,132655.0,132382.265625
30,134025.0,134757.25
31,134967.0,135560.40625
32,136244.0,137205.515625
33,131536.0,132064.265625
34,129323.0,129687.0546875
35,134894.0,135747.375
36,136780.0,136632.484375
37,137301.0,139541.09375
38,141357.0,142037.6875
39,139547.0,140444.40625
40,136630.0,137460.953125
41,133145.0,131885.015625
42,136435.0,136872.125
43,136812.0,135941.296875
44,139256.0,138132.3125
45,141398.0,141021.015625
46,138726.0,139660.28125
47,138345.0,139363.1875
48,137095.0,136425.03125
49,142552.0,140399.859375
50,143375.0,141697.734375
51,145033.0,142916.765625
52,139833.0,141596.890625
53,140499.0,141312.3125
54,137978.0,137363.34375
55,134008.0,134013.75
56,138428.0,137178.28125
57,139203.0,137813.703125
58,137023.0,136692.703125
59,135083.0,133237.5
60,131358.0,130837.6953125
61,125936.0,125677.3515625
62,123947.0,123900.3125
63,131876.0,130541.0625
64,132432.0,129724.921875
65,117423.0,114770.9765625
66,119196.0,117163.1484375
67,123077.0,122428.40625
68,122849.0,119218.1953125
69,121450.0,117811.328125
70,122824.0,122995.9375
71,113909.0,115950.96875
72,121919.0,119936.7265625
73,126123.0,126169.015625
74,127974.0,127672.2890625
75,122988.0,119921.953125
76,121580.0,118182.296875
77,127292.0,126510.8671875
78,127430.0,128339.8515625
79,129656.0,128155.4375
80,127099.0,126730.984375
81,125977.0,124487.703125
82,118845.0,113935.375
83,116353.0,114425.7421875
84,116513.0,119489.2265625
85,121225.0,120541.2421875
86,124286.0,123207.984375
87,124493.0,124294.6953125
88,128678.0,127437.703125
89,130760.0,130467.796875
90,133344.0,135295.90625
91,141295.0,143807.40625
92,143748.0,145154.84375
93,141516.0,144168.625
94,143372.0,143437.4375
95,145108.0,145173.71875
96,141979.0,142425.265625
97,138516.0,139032.765625
98,141327.0,141225.03125
99,139567.0,140105.59375
100,139708.0,138951.96875
101,137829.0,136168.890625
102,131505.0,132954.734375
103,125882.0,123399.6484375
104,119824.0,117474.984375
105,121945.0,123538.2265625
106,118890.0,118927.984375
107,118060.0,118970.6328125
108,120166.0,120778.6171875
109,121868.0,121962.859375
110,114905.0,114403.53125
111,108646.0,107448.421875
112,111094.0,112551.984375
113,115771.0,116283.109375
114,114430.0,113578.4140625
115,118338.0,117376.59375
116,117460.0,116334.0625
117,111643.0,112601.953125
118,114478.0,113712.765625
119,121032.0,120861.7578125
120,121095.0,120519.2109375
121,121579.0,121078.765625
122,120097.0,118339.765625
123,119498.0,118751.3203125
124,115504.0,115479.578125
125,116939.0,117858.234375
126,120717.0,122009.828125
127,120926.0,121546.75
128,123998.0,122769.703125
129,124671.0,123121.578125
130,122799.0,122182.421875
131,117411.0,116895.4375
132,114006.0,114870.390625
133,123333.0,121454.359375
134,121781.0,122845.21875
135,119751.0,117922.046875
136,117631.0,117448.453125
137,114815.0,114743.984375
138,110526.0,110547.390625
139,109219.0,109587.921875
140,107907.0,108050.609375
141,106295.0,107473.75
142,109418.0,106455.90625
143,110265.0,110800.953125
144,107199.0,107549.6796875
145,100808.0,100238.078125
146,99570.0,97838.90625
147,109437.0,108729.28125
148,112586.0,113273.9296875
149,114247.0,112244.21875
150,112163.0,110565.1171875
151,111349.0,110880.7578125
152,106157.0,106263.578125
153,97232.0,99054.0703125
154,103624.0,105767.5078125
155,102755.0,103172.703125
156,102788.0,102213.171875
157,101563.0,102029.6796875
158,100779.0,100747.703125
159,99389.0,98403.2734375
160,101108.0,101137.6171875
161,102088.0,105668.5625
162,101418.0,102288.484375
163,107411.0,104383.15625
164,109328.0,110988.78125
165,111085.0,112111.9765625
166,105655.0,105609.9140625
167,101778.0,99279.640625
168,105625.0,108448.9765625
169,112413.0,112203.71875
170,116398.0,114492.90625
171,119787.0,119549.140625
172,111621.0,111743.40625
173,111253.0,108534.65625
174,95442.0,100876.53125
175,92331.0,93316.796875
176,96992.0,98504.1796875
177,101967.0,100892.40625
178,102434.0,103126.53125
179,100922.0,101087.375
180,98091.0,97777.546875
181,93442.0,93088.203125
182,95658.0,96955.203125
183,97822.0,98111.8984375
184,98344.0,99844.9296875
185,88147.0,88166.5390625
186,88550.0,88857.9375
187,90991.0,89849.96875
188,96979.0,96798.2890625
189,102109.0,103452.21875
